FinalID,EffectiveEffortLevel_SAFIT1,EffectiveEffortLevel_SAFIT2,Class,Order,ToleranceValue,FunctionalFeedingGroup
Asynarchus cinnamoneus,Asynarchus,Asynarchus,Insecta,Trichoptera,4,SH
Asynarchus montanus,Asynarchus,Asynarchus,Insecta,Trichoptera,4,SH
Asynarchus pacificus,Asynarchus,Asynarchus,Insecta,Trichoptera,4,SH
Athericidae,Athericidae,Athericidae,Insecta,Diptera,2,P
Atherix,Atherix,Atherix,Insecta,Diptera,2,P
Atherix pachypus,Atherix pachypus,Atherix pachypus,Insecta,Diptera,2,P
Athienemanniidae,Athienemanniidae,Athienemanniidae,Arachnida,Trombidiformes,,P
Atopsyche,Atopsyche,Atopsyche,Insecta,Trichoptera,,P
Atopsyche sperryi,Atopsyche,Atopsyche,Insecta,Trichoptera,,P
Atopsyche tripunctata,Atopsyche,Atopsyche,Insecta,Trichoptera,,P
Atractelmis,Atractelmis,Atractelmis,Insecta,Coleoptera,4,CG
Atractelmis wawona,Atractelmis wawona,Atractelmis wawona,Insecta,Coleoptera,4,CG
Atractides,Atractides,Atractides,Arachnida,Trombidiformes,8,P
Atrichopogon,Atrichopogon,Atrichopogon,Insecta,Diptera,6,CG
Attenella,Attenella,Attenella,Insecta,Ephemeroptera,2,CG
Attenella attenuata,Attenella,Attenella attenuata,Insecta,Ephemeroptera,2,CG
Attenella delantala,Attenella,Attenella delantala,Insecta,Ephemeroptera,2,CG
Attenella margarita,Attenella,Attenella margarita,Insecta,Ephemeroptera,2,CG
Attenella soquele,Attenella,Attenella soquele,Insecta,Ephemeroptera,2,CG
Aturidae,Aturidae,Aturidae,Arachnida,Trombidiformes,5,P
Aturus,Aturus,Aturus,Arachnida,Trombidiformes,5,P
Aulodrilus,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Aulodrilus limnobius,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Aulodrilus pigueti,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Aulodrilus pluriseta,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,8,CG
Axonopsis,Axonopsis,Axonopsis,Arachnida,Trombidiformes,5,P
Axonopsis californica,Axonopsis,Axonopsis,Arachnida,Trombidiformes,5,P
Baetidae,Baetidae,Baetidae,Insecta,Ephemeroptera,4,CG
Baetis,Baetis,Baetis,Insecta,Ephemeroptera,5,CG
Baetis adonis,Baetis,Baetis adonis,Insecta,Ephemeroptera,5,CG
Baetis alius,Baetis,Baetis alius,Insecta,Ephemeroptera,1,CG
Baetis bicaudatus,Baetis,Baetis bicaudatus,Insecta,Ephemeroptera,4,CG
Baetis brunneicolor,Baetis,Baetis brunneicolor,Insecta,Ephemeroptera,5,CG
Baetis diablus,Baetis,Baetis diablus,Insecta,Ephemeroptera,5,CG
Baetis flavistriga,Baetis,Baetis flavistriga,Insecta,Ephemeroptera,4,CG
Baetis magnus,Baetis,Baetis magnus,Insecta,Ephemeroptera,5,CG
Baetis notos,Baetis,Baetis notos,Insecta,Ephemeroptera,5,CG
Baetis palisadi,Baetis,Baetis palisadi,Insecta,Ephemeroptera,5,CG
Baetis piscatoris,Baetis,Baetis piscatoris,Insecta,Ephemeroptera,5,CG
Baetis tricaudatus,Baetis,Baetis tricaudatus,Insecta,Ephemeroptera,6,CG
Baetisca,Baetisca,Baetisca,Insecta,Ephemeroptera,,CG
Baetisca columbiana,Baetisca columbiana,Baetisca columbiana,Insecta,Ephemeroptera,,CG
Baetisca lacustris,Baetisca,Baetisca,Insecta,Ephemeroptera,4,CG
Baetodes,Baetodes,Baetodes,Insecta,Ephemeroptera,,SC
Baetodes alleni,Baetodes,Baetodes alleni,Insecta,Ephemeroptera,,SC
Baetodes arizonensis,Baetodes,Baetodes arizonensis,Insecta,Ephemeroptera,,SC
Baetodes bibranchius,Baetodes,Baetodes bibranchius,Insecta,Ephemeroptera,,SC
Baetodes edmundsi,Baetodes,Baetodes edmundsi,Insecta,Ephemeroptera,,SC
Bagous,Bagous,Bagous,Insecta,Coleoptera,,SH
Bagous carinatus,Bagous,Bagous,Insecta,Coleoptera,,SH
Bandakia,Bandakia,Bandakia,Arachnida,Trombidiformes,5,P
Bandakia fragilis,Bandakia,Bandakia,Arachnida,Trombidiformes,5,P
Bandakia longipalpis,Bandakia,Bandakia,Arachnida,Trombidiformes,5,P
Bandakia oregonensis,Bandakia,Bandakia,Arachnida,Trombidiformes,5,P
Banksiola,Banksiola,Banksiola,Insecta,Trichoptera,4,SH
Banksiola crotchi,Banksiola crotchi,Banksiola crotchi,Insecta,Trichoptera,4,SH
Batracobdella,Batracobdella,Batracobdella,Hirudinea,Rhynchobdellida,,PA
Baumannella,Baumannella,Baumannella,Insecta,Plecoptera,2,P
Baumannella alameda,Baumannella alameda,Baumannella alameda,Insecta,Plecoptera,2,P
Bellamya,Bellamya,Bellamya,Gastropoda,Architaenioglossa,,SC
Bellamya chinensis,Bellamya,Bellamya,Gastropoda,Architaenioglossa,,SC
Bellamya japonica,Bellamya,Bellamya,Gastropoda,Architaenioglossa,,SC
Belostoma,Belostoma,Belostoma,Insecta,Hemiptera,8,P
Belostoma bakeri,Belostoma,Belostoma,Insecta,Hemiptera,8,P
Belostoma confusum,Belostoma,Belostoma,Insecta,Hemiptera,8,P
Belostoma flumineum,Belostoma,Belostoma,Insecta,Hemiptera,8,P
Belostoma saratogae,Belostoma,Belostoma,Insecta,Hemiptera,8,P
Belostoma subspinosum,Belostoma,Belostoma,Insecta,Hemiptera,,P
Belostoma subspinosum,Belostoma,Belostoma,Insecta,Hemiptera,8,P
Belostomatidae,Belostomatidae,Belostomatidae,Insecta,Hemiptera,8,P
Bequaertomyia,Bequaertomyia,Bequaertomyia,Insecta,Diptera,3,P
Berosus,Berosus,Berosus,Insecta,Coleoptera,5,MH
Berosus,Berosus,Berosus,Insecta,Coleoptera,5,P
Berosus fraternus,Berosus,Berosus,Insecta,Coleoptera,5,P
Berosus fraternus,Berosus,Berosus,Insecta,Coleoptera,5,MH
Berosus hatchi,Berosus,Berosus,Insecta,Coleoptera,5,P
Berosus hatchi,Berosus,Berosus,Insecta,Coleoptera,5,MH
Berosus infuscatus,Berosus,Berosus,Insecta,Coleoptera,5,MH
Berosus infuscatus,Berosus,Berosus,Insecta,Coleoptera,5,P
Berosus ingeminatus,Berosus,Berosus,Insecta,Coleoptera,5,P
Berosus ingeminatus,Berosus,Berosus,Insecta,Coleoptera,5,MH
Berosus maculosus,Berosus,Berosus,Insecta,Coleoptera,5,MH
Berosus maculosus,Berosus,Berosus,Insecta,Coleoptera,5,P
Berosus metalliceps,Berosus,Berosus,Insecta,Coleoptera,5,MH
Berosus metalliceps,Berosus,Berosus,Insecta,Coleoptera,5,P
Berosus notapeltatus,Berosus,Berosus,Insecta,Coleoptera,5,MH
Berosus notapeltatus,Berosus,Berosus,Insecta,Coleoptera,5,P
Berosus oregonensis,Berosus,Berosus,Insecta,Coleoptera,5,MH
Berosus oregonensis,Berosus,Berosus,Insecta,Coleoptera,5,P
Berosus punctatissimus,Berosus,Berosus,Insecta,Coleoptera,5,MH
Berosus punctatissimus,Berosus,Berosus,Insecta,Coleoptera,5,P
Berosus sayi Hansen,Berosus,Berosus,Insecta,Coleoptera,5,P
Berosus sayi Hansen,Berosus,Berosus,Insecta,Coleoptera,5,MH
Berosus striatus,Berosus,Berosus,Insecta,Coleoptera,5,P
Berosus striatus,Berosus,Berosus,Insecta,Coleoptera,5,MH
Berosus styliferus,Berosus,Berosus,Insecta,Coleoptera,5,P
Berosus styliferus,Berosus,Berosus,Insecta,Coleoptera,5,MH
Bezzia,Bezzia,Bezzia,Insecta,Diptera,6,P
Bezzia/ Palpomyia,Bezzia/ Palpomyia,Bezzia/ Palpomyia,Insecta,Diptera,6,P
Bibiocephala,Bibiocephala,Bibiocephala,Insecta,Diptera,0,SC
Bibiocephala grandis,Bibiocephala,Bibiocephala,Insecta,Diptera,0,SC
Bibiocephala nigripes,Bibiocephala,Bibiocephala,Insecta,Diptera,0,SC
Bilyjomyia,Chironomidae,Bilyjomyia,Insecta,Diptera,7,P
Bilyjomyia algens,Chironomidae,Bilyjomyia,Insecta,Diptera,7,P
Bisancora,Bisancora,Bisancora,Insecta,Plecoptera,1,P
Bisancora pastina,Bisancora,Bisancora,Insecta,Plecoptera,1,P
Bisancora rutriformis,Bisancora,Bisancora,Insecta,Plecoptera,1,P
Bittacomorpha,Bittacomorpha,Bittacomorpha,Insecta,Diptera,7,CG
Bittacomorpha clavipes,Bittacomorpha,Bittacomorpha,Insecta,Diptera,7,CG
Bittacomorpha occidentalis,Bittacomorpha,Bittacomorpha,Insecta,Diptera,7,CG
Bittacomorphella,Bittacomorphella,Bittacomorphella,Insecta,Diptera,7,CG
Bittacomorphella ostenii,Bittacomorphella,Bittacomorphella,Insecta,Diptera,7,CG
Bittacomorphella pacifica,Bittacomorphella,Bittacomorphella,Insecta,Diptera,7,CG
Bivalvia,Bivalvia,Bivalvia,Bivalvia,,,CF
Blepharicera,Blepharicera,Blepharicera,Insecta,Diptera,0,SC
Blepharicera jordani,Blepharicera,Blepharicera,Insecta,Diptera,0,SC
Blepharicera kalmiopsis,Blepharicera,Blepharicera,Insecta,Diptera,0,SC
Blepharicera micheneri,Blepharicera,Blepharicera,Insecta,Diptera,0,SC
Blepharicera ostensackeni,Blepharicera,Blepharicera,Insecta,Diptera,0,SC
Blephariceridae,Blephariceridae,Blephariceridae,Insecta,Diptera,0,SC
Bolshecapnia,Bolshecapnia,Bolshecapnia,Insecta,Plecoptera,1,SH
Bolshecapnia maculata,Bolshecapnia maculata,Bolshecapnia maculata,Insecta,Plecoptera,1,SH
Boreochlus,Chironomidae,Boreochlus,Insecta,Diptera,6,CG
Boreoclus gracilistylus,Chironomidae,Boreochlus,Insecta,Diptera,6,CG
Boreoclus persimilis,Chironomidae,Boreochlus,Insecta,Diptera,6,CG
Boreoclus sinuaticornis,Chironomidae,Boreochlus,Insecta,Diptera,6,CG
Boreoheptagyia,Chironomidae,Boreoheptagyia,Insecta,Diptera,6,CG
Boreoheptagyia lurida,Chironomidae,Boreoheptagyia,Insecta,Diptera,6,CG
Bothrioneurum,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Bothrioneurum vejdovskyanum,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Brachidontes,Brachidontes,Brachidontes,Bivalvia,Mytiloida,,CF
Brachidontes exustus,Brachidontes,Brachidontes,Bivalvia,Mytiloida,,CF
Brachycentridae,Brachycentridae,Brachycentridae,Insecta,Trichoptera,1,CF
Brachycentrus,Brachycentrus,Brachycentrus,Insecta,Trichoptera,1,OM
Brachycentrus americanus,Brachycentrus,Brachycentrus americanus,Insecta,Trichoptera,1,OM
Brachycentrus echo,Brachycentrus,Brachycentrus echo,Insecta,Trichoptera,1,OM
Brachycentrus occidentalis,Brachycentrus,Brachycentrus occidentalis,Insecta,Trichoptera,1,OM
Brachymesia,Brachymesia,Brachymesia,Insecta,Odonata,9,P
Brachymesia furcata,Brachymesia,Brachymesia,Insecta,Odonata,9,P
Brachymesia gravida,Brachymesia,Brachymesia,Insecta,Odonata,9,P
Brachypoda,Brachypoda,Brachypoda,Arachnida,Trombidiformes,5,P
Branchiobdellida,Branchiobdellae,Branchiobdellae,Branchiobdellae,Branchiobdellida,6,CG
Branchiobdellidae,Branchiobdellae,Branchiobdellae,Branchiobdellae,Branchiobdellida,,CG
Branchiura,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Branchiura sowerbyi,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Brechmorhoga,Brechmorhoga,Brechmorhoga,Insecta,Odonata,9,P
Brechmorhoga mendax,Brechmorhoga mendax,Brechmorhoga mendax,Insecta,Odonata,9,P
Brechmorhoga pertinax,Brechmorhoga,Brechmorhoga,Insecta,Odonata,9,P
Brillia,Chironomidae,Brillia,Insecta,Diptera,5,SH
Brillia flavifrons,Chironomidae,Brillia,Insecta,Diptera,5,SH
Brillia laculata,Chironomidae,Brillia,Insecta,Diptera,5,SH
Brillia parva,Chironomidae,Brillia,Insecta,Diptera,5,SH
Brillia retifinis,Chironomidae,Brillia,Insecta,Diptera,5,SH
Brundiniella,Chironomidae,Brundiniella,Insecta,Diptera,6,P
Brundiniella eumorpha,Chironomidae,Brundiniella,Insecta,Diptera,6,P
Brychius,Brychius,Brychius,Insecta,Coleoptera,5,MH
Brychius hornii,Brychius,Brychius,Insecta,Coleoptera,5,MH
Brychius pacificus,Brychius,Brychius,Insecta,Coleoptera,5,MH
Bryelmis,Bryelmis,Bryelmis,Insecta,Coleoptera,4,CG
Bryelmis siskiyou,Bryelmis siskiyou,Bryelmis siskiyou,Insecta,Coleoptera,4,CG
Buenoa,Buenoa,Buenoa,Insecta,Hemiptera,,P
Buenoa arida,Buenoa,Buenoa,Insecta,Hemiptera,,P
Buenoa arizonis,Buenoa,Buenoa,Insecta,Hemiptera,,P
Buenoa confusa,Buenoa,Buenoa,Insecta,Hemiptera,,P
Buenoa hungerfordi,Buenoa,Buenoa,Insecta,Hemiptera,,P
Buenoa macrotibialis,Buenoa,Buenoa,Insecta,Hemiptera,,P
Buenoa margaritacea,Buenoa,Buenoa,Insecta,Hemiptera,,P
Buenoa omani,Buenoa,Buenoa,Insecta,Hemiptera,,P
Buenoa scimitra,Buenoa,Buenoa,Insecta,Hemiptera,,P
Buenoa uhleri,Buenoa,Buenoa,Insecta,Hemiptera,,P
Byssanodonta,Byssanodonta,Byssanodonta,Bivalvia,Veneroida,,CF
Caecidotea,Caecidotea,Caecidotea,Malacostraca,Isopoda,8,CG
Caecidotea communis,Caecidotea,Caecidotea,Malacostraca,Isopoda,,CG
Caecidotea occidentalis,Caecidotea,Caecidotea,Malacostraca,Isopoda,8,CG
Caecidotea racovitzai,Caecidotea,Caecidotea,Malacostraca,Isopoda,8,CG
Caecidotea sequoiae,Caecidotea,Caecidotea,Malacostraca,Isopoda,8,CG
Caecidotea tomalensis,Caecidotea,Caecidotea,Malacostraca,Isopoda,8,CG
Caenidae,Caenidae,Caenidae,Insecta,Ephemeroptera,7,CG
Caenis,Caenis,Caenis,Insecta,Ephemeroptera,7,CG
Caenis amica,Caenis,Caenis amica,Insecta,Ephemeroptera,7,CG
Caenis bajaensis,Caenis,Caenis bajaensis,Insecta,Ephemeroptera,7,CG
Caenis latipennis,Caenis,Caenis latipennis,Insecta,Ephemeroptera,7,CG
Caenis macafferti,Caenis,Caenis macafferti,Insecta,Ephemeroptera,7,CG
Caenis punctata,Caenis,Caenis punctata,Insecta,Ephemeroptera,7,CG
Caenis tardata,Caenis,Caenis tardata,Insecta,Ephemeroptera,7,CG
Caenis youngi,Caenis,Caenis youngi,Insecta,Ephemeroptera,7,CG
Caladomyia,Chironomidae,Caladomyia,Insecta,Diptera,6,CG
Caladomyia pistra,Chironomidae,Caladomyia,Insecta,Diptera,6,CG
Calamoceratidae,Calamoceratidae,Calamoceratidae,Insecta,Trichoptera,1,SH
Calileuctra,Calileuctra,Calileuctra,Insecta,Plecoptera,0,SH
Calileuctra dobryi,Calileuctra,Calileuctra,Insecta,Plecoptera,0,SH
Calileuctra ephemera,Calileuctra,Calileuctra,Insecta,Plecoptera,0,SH
Calineuria,Calineuria,Calineuria,Insecta,Plecoptera,2,P
Calineuria californica,Calineuria californica,Calineuria californica,Insecta,Plecoptera,2,P
Callibaetis,Callibaetis,Callibaetis,Insecta,Ephemeroptera,9,CG
Callibaetis californicus,Callibaetis,Callibaetis,Insecta,Ephemeroptera,9,CG
Callibaetis ferrugineus,Callibaetis,Callibaetis,Insecta,Ephemeroptera,9,CG
Callibaetis fluctuans,Callibaetis,Callibaetis,Insecta,Ephemeroptera,9,CG
Callibaetis montanus,Callibaetis,Callibaetis,Insecta,Ephemeroptera,9,CG
Callibaetis pallidus,Callibaetis,Callibaetis,Insecta,Ephemeroptera,9,CG
Callibaetis pictus,Callibaetis,Callibaetis,Insecta,Ephemeroptera,9,CG
Callicorixa,Callicorixa,Callicorixa,Insecta,Hemiptera,8,P
Callicorixa alaskensis,Callicorixa,Callicorixa,Insecta,Hemiptera,8,P
Callicorixa alaskensis,Callicorixa,Callicorixa,Insecta,Hemiptera,,P
Callicorixa audeni,Callicorixa,Callicorixa,Insecta,Hemiptera,8,P
Callicorixa scudderi,Callicorixa,Callicorixa,Insecta,Hemiptera,8,P
Callicorixa scudderi,Callicorixa,Callicorixa,Insecta,Hemiptera,,P
Callicorixa vulnerata,Callicorixa,Callicorixa,Insecta,Hemiptera,8,P
Calliperla,Calliperla,Calliperla,Insecta,Plecoptera,2,P
Calliperla luctuosa,Calliperla luctuosa,Calliperla luctuosa,Insecta,Plecoptera,2,P
Caloparyphus,Caloparyphus,Caloparyphus,Insecta,Diptera,7,CG
Caloparyphus/ Euparyphus,Caloparyphus/ Euparyphus,Caloparyphus/ Euparyphus,Insecta,Diptera,8,CG
Calopterygidae,Calopterygidae,Calopterygidae,Insecta,Odonata,5,P
Calopteryx,Calopteryx,Calopteryx,Insecta,Odonata,6,P
Calopteryx aequabilis,Calopteryx aequabilis,Calopteryx aequabilis,Insecta,Odonata,5,P
Cambaridae,Cambaridae,Cambaridae,Malacostraca,Decapoda,8,SH
Cambarincola,Branchiobdellae,Branchiobdellae,Branchiobdellae,Branchiobdellida,,P
Camelobaetidius,Camelobaetidius,Camelobaetidius,Insecta,Ephemeroptera,4,CG
Camelobaetidius kickapoo,Camelobaetidius,Camelobaetidius kickapoo,Insecta,Ephemeroptera,4,CG
Camelobaetidius maidu,Camelobaetidius,Camelobaetidius maidu,Insecta,Ephemeroptera,4,CG
Camelobaetidius mexicanus,Camelobaetidius,Camelobaetidius mexicanus,Insecta,Ephemeroptera,4,CG
Camelobaetidius musseri,Camelobaetidius,Camelobaetidius musseri,Insecta,Ephemeroptera,4,CG
Camelobaetidius similis,Camelobaetidius,Camelobaetidius similis,Insecta,Ephemeroptera,4,CG
Camelobaetidius warreni,Camelobaetidius,Camelobaetidius warreni,Insecta,Ephemeroptera,4,CG
Canacidae,Canacidae,Canacidae,Insecta,Diptera,,SC
Capnia,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia barberi,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia californica,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia caryi,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia confusa,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia coyote,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia decepta,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia elongata,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia erecta,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia excavata,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia fialai,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia giulianii,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia glabra,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia gracilaria,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia hitchcocki,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia hornigi,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia inyo,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia jewetti,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia kersti,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia lacustra,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia licina,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia lineata,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia mariposa,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia melia,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia mono,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia nana,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia nedia,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia ophiona,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia oregona,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia palomar,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia petila,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia pileata,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia promota,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia quadrituberosa,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia regilla,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia saratoga,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia scobina,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia sequoia,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia sextuberculata,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia shasta,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia shepardi,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia spinulosa,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia teresa,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia tumida,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia uintahi,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia umpqua,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia utahensis,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia valhalla,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia ventura,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia willametta,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capnia yosemite,Capnia,Capnia,Insecta,Plecoptera,1,SH
Capniidae,Capniidae,Capniidae,Insecta,Plecoptera,1,SH
Capnura,Capnura,Capnura,Insecta,Plecoptera,1,SH
Capnura anas,Capnura,Capnura,Insecta,Plecoptera,1,SH
Capnura elevata,Capnura,Capnura,Insecta,Plecoptera,1,SH
Capnura fibula,Capnura,Capnura,Insecta,Plecoptera,1,SH
Capnura intermontana,Capnura,Capnura,Insecta,Plecoptera,1,SH
Capnura venosa,Capnura,Capnura,Insecta,Plecoptera,1,SH
Capnura wanica,Capnura,Capnura,Insecta,Plecoptera,1,SH
Carabidae,Carabidae,Carabidae,Insecta,Coleoptera,,P
Cardiocladius,Chironomidae,Cardiocladius,Insecta,Diptera,5,P
Cardiocladius albiplumus,Chironomidae,Cardiocladius,Insecta,Diptera,5,P
Cardiocladius platypus,Chironomidae,Cardiocladius,Insecta,Diptera,5,P
Cascadoperla,Cascadoperla,Cascadoperla,Insecta,Plecoptera,2,P
Cascadoperla trictura,Cascadoperla trictura,Cascadoperla trictura,Insecta,Plecoptera,2,P
Cassidinidea ovalis,Cassidinidea,Cassidinidea,Malacostraca,Isopoda,,CG
Caudatella,Caudatella,Caudatella,Insecta,Ephemeroptera,1,CG
Caudatella cascadia,Caudatella,Caudatella cascadia,Insecta,Ephemeroptera,1,CG
Caudatella columbiella,Caudatella,Caudatella columbiella,Insecta,Ephemeroptera,1,CG
Caudatella edmundsi,Caudatella,Caudatella edmundsi,Insecta,Ephemeroptera,1,CG
Caudatella heterocaudata,Caudatella,Caudatella heterocaudata,Insecta,Ephemeroptera,1,CG
Caudatella heterocaudata group,Caudatella,Caudatella heterocaudata group,Insecta,Ephemeroptera,1,CG
Caudatella hystrix,Caudatella,Caudatella hystrix,Insecta,Ephemeroptera,1,CG
Caudatella jacobi,Caudatella,Caudatella jacobi,Insecta,Ephemeroptera,1,CG
Celina,Celina,Celina,Insecta,Coleoptera,5,P
Celina occidentalis,Celina occidentalis,Celina occidentalis,Insecta,Coleoptera,5,P
Cenocorixa,Cenocorixa,Cenocorixa,Insecta,Hemiptera,8,P
Cenocorixa andersoni,Cenocorixa,Cenocorixa,Insecta,Hemiptera,8,P
Cenocorixa andersoni,Cenocorixa,Cenocorixa,Insecta,Hemiptera,,P
Cenocorixa bifida,Cenocorixa,Cenocorixa,Insecta,Hemiptera,,P
Cenocorixa bifida,Cenocorixa,Cenocorixa,Insecta,Hemiptera,8,P
Cenocorixa blaisdelli,Cenocorixa,Cenocorixa,Insecta,Hemiptera,8,P
Cenocorixa expleta,Cenocorixa,Cenocorixa,Insecta,Hemiptera,8,P
Cenocorixa expleta,Cenocorixa,Cenocorixa,Insecta,Hemiptera,,P
Cenocorixa kuiterti,Cenocorixa,Cenocorixa,Insecta,Hemiptera,8,P
Cenocorixa utahensis,Cenocorixa,Cenocorixa,Insecta,Hemiptera,,P
Cenocorixa utahensis,Cenocorixa,Cenocorixa,Insecta,Hemiptera,8,P
Cenocorixa wileyae,Cenocorixa,Cenocorixa,Insecta,Hemiptera,8,P
Centrolimnesia,Centrolimnesia,Centrolimnesia,Arachnida,Trombidiformes,5,P
Centroptilum,Centroptilum,Centroptilum,Insecta,Ephemeroptera,2,CG
Centroptilum album,Centroptilum,Centroptilum,Insecta,Ephemeroptera,2,CG
Centroptilum asperatum,Centroptilum,Centroptilum,Insecta,Ephemeroptera,2,CG
Centroptilum bifurcatum,Centroptilum,Centroptilum,Insecta,Ephemeroptera,2,CG
Centroptilum conturbatum,Centroptilum,Centroptilum,Insecta,Ephemeroptera,2,CG
Centroptilum convexum,Centroptilum,Centroptilum,Insecta,Ephemeroptera,2,CG
Centroptilum elsa,Centroptilum,Centroptilum,Insecta,Ephemeroptera,2,CG
Centroptilum oreophilum,Centroptilum,Centroptilum,Insecta,Ephemeroptera,2,CG
Centroptilum selanderorum,Centroptilum,Centroptilum,Insecta,Ephemeroptera,2,CG
Ceraclea,Ceraclea,Ceraclea,Insecta,Trichoptera,3,OM
Ceraclea annulicornis,Ceraclea,Ceraclea,Insecta,Trichoptera,3,OM
Ceraclea latahensis,Ceraclea,Ceraclea,Insecta,Trichoptera,3,OM
Ceraclea maculata,Ceraclea,Ceraclea,Insecta,Trichoptera,3,OM
Ceraclea resurgens,Ceraclea,Ceraclea,Insecta,Trichoptera,3,OM
Ceraclea tarsipunctata,Ceraclea,Ceraclea,Insecta,Trichoptera,3,OM
Ceraclea vertreesi,Ceraclea,Ceraclea,Insecta,Trichoptera,3,OM
Ceratopogon,Ceratopogon,Ceratopogon,Insecta,Diptera,6,P
Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,Insecta,Diptera,6,P
Ceratopogoninae,Ceratopogonidae,Ceratopogonidae,Insecta,Diptera,6,P
Ceratopsyche,Ceratopsyche,Ceratopsyche,Insecta,Trichoptera,,CF
Ceriodaphnia,Daphniidae,Daphniidae,Branchiopoda,Cladocera,8,CF
Chaetarthria,Chaetarthria,Chaetarthria,Insecta,Coleoptera,5,CG
Chaetarthria,Chaetarthria,Chaetarthria,Insecta,Coleoptera,5,P
Chaetarthria bicolor,Chaetarthria,Chaetarthria,Insecta,Coleoptera,5,P
Chaetarthria bicolor,Chaetarthria,Chaetarthria,Insecta,Coleoptera,5,CG
Chaetarthria hespera,Chaetarthria,Chaetarthria,Insecta,Coleoptera,5,CG
Chaetarthria hespera,Chaetarthria,Chaetarthria,Insecta,Coleoptera,5,P
Chaetarthria leechi,Chaetarthria,Chaetarthria,Insecta,Coleoptera,5,CG
Chaetarthria leechi,Chaetarthria,Chaetarthria,Insecta,Coleoptera,5,P
Chaetarthria magna,Chaetarthria,Chaetarthria,Insecta,Coleoptera,5,CG
Chaetarthria magna,Chaetarthria,Chaetarthria,Insecta,Coleoptera,5,P
Chaetarthria nigrella,Chaetarthria,Chaetarthria,Insecta,Coleoptera,5,P
Chaetarthria nigrella,Chaetarthria,Chaetarthria,Insecta,Coleoptera,5,CG
Chaetarthria ochra,Chaetarthria,Chaetarthria,Insecta,Coleoptera,5,CG
